client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
a3a117ddb2b27f76b84da6e99bb2d1db8b3156bb12fc74c4bf7e872258737b62cb47bcd92fbd1f4c463cbb796a800507bc10bddd5c289607ea7a4eb741ceaeef	common_voice_ru_41910911.mp3	135e9655b39a46872acd58e65657cae47ef7c8f9b5902c3d440edd9031501360	Абай был не только талантливым поэтом, но и ученым.		0	0	fourties	female_feminine			ru	
a3a117ddb2b27f76b84da6e99bb2d1db8b3156bb12fc74c4bf7e872258737b62cb47bcd92fbd1f4c463cbb796a800507bc10bddd5c289607ea7a4eb741ceaeef	common_voice_ru_41910912.mp3	aaf4f304d9d58d632bd4d8cda650b15cffbd4f42a28a3579b05a117c319b372c	Гибкая кошка легко взбирается на высокое дерево.		1	0	fourties	female_feminine			ru	
a3a117ddb2b27f76b84da6e99bb2d1db8b3156bb12fc74c4bf7e872258737b62cb47bcd92fbd1f4c463cbb796a800507bc10bddd5c289607ea7a4eb741ceaeef	common_voice_ru_41910913.mp3	d3190f28d4c979e5edbd90b7277d3f6e57521912b97cf41141802466661f9a4e	Мы выступаем за такой Совет Безопасности, в котором консультации за закрытыми дверями являются исключением.		0	0	fourties	female_feminine			ru	
a3a117ddb2b27f76b84da6e99bb2d1db8b3156bb12fc74c4bf7e872258737b62cb47bcd92fbd1f4c463cbb796a800507bc10bddd5c289607ea7a4eb741ceaeef	common_voice_ru_41910914.mp3	d4980aaaeefd26f057a3455983d12fa80ebab7b7e3711c8be4aacfa66c8f78ad	Сделать нужно гораздо больше.		0	0	fourties	female_feminine			ru	
a3a117ddb2b27f76b84da6e99bb2d1db8b3156bb12fc74c4bf7e872258737b62cb47bcd92fbd1f4c463cbb796a800507bc10bddd5c289607ea7a4eb741ceaeef	common_voice_ru_41910915.mp3	b28b4a3c248523659099a772483feb3fc04e564a22d50baeca2cc600f64cba2c	Эти ноты, сливаясь воедино, образуют симфонию, которая и есть наша Вселенная.		1	0	fourties	female_feminine			ru	
a3a117ddb2b27f76b84da6e99bb2d1db8b3156bb12fc74c4bf7e872258737b62cb47bcd92fbd1f4c463cbb796a800507bc10bddd5c289607ea7a4eb741ceaeef	common_voice_ru_41910931.mp3	1144960a32da4f6fc666c6632733cc1792baf2f783464ae4b02e148fced5374b	Квадрат гипотенузы равен сумме квадратов катетов.		0	0	fourties	female_feminine			ru	
a3a117ddb2b27f76b84da6e99bb2d1db8b3156bb12fc74c4bf7e872258737b62cb47bcd92fbd1f4c463cbb796a800507bc10bddd5c289607ea7a4eb741ceaeef	common_voice_ru_41910932.mp3	1b0b1537e175b5b4ac551f8833aa945e75b1c42515892bf8ff9448c1654d99c4	Люси, самая младшая и самая верующая из детей, играет решающую роль в возвращении Аслана.		1	0	fourties	female_feminine			ru	
a3a117ddb2b27f76b84da6e99bb2d1db8b3156bb12fc74c4bf7e872258737b62cb47bcd92fbd1f4c463cbb796a800507bc10bddd5c289607ea7a4eb741ceaeef	common_voice_ru_41910933.mp3	d2eebe7aafe0bd96fa00b3fda9eca3bc03c1e7a839e5f6e33dd6204266e31ff7	С начала кризиса многие, кому удалось добраться до соседних стран, уже безопасно вернулись домой.		1	0	fourties	female_feminine			ru	
a3a117ddb2b27f76b84da6e99bb2d1db8b3156bb12fc74c4bf7e872258737b62cb47bcd92fbd1f4c463cbb796a800507bc10bddd5c289607ea7a4eb741ceaeef	common_voice_ru_41910934.mp3	d4da38465d85dda77033d17ec2618d6c454e8d34b769eefcf761e86e93be0cd8	Вода на лугу - сено в стогу.		0	0	fourties	female_feminine			ru	
a3a117ddb2b27f76b84da6e99bb2d1db8b3156bb12fc74c4bf7e872258737b62cb47bcd92fbd1f4c463cbb796a800507bc10bddd5c289607ea7a4eb741ceaeef	common_voice_ru_41910935.mp3	6e631245373d5e54fbdb29b80a3df700c6609ccce944e369d8388204f613693a	Летучие мыши перекрещивались в воздухе, создавая танец в темноте.		1	0	fourties	female_feminine			ru	
a3a117ddb2b27f76b84da6e99bb2d1db8b3156bb12fc74c4bf7e872258737b62cb47bcd92fbd1f4c463cbb796a800507bc10bddd5c289607ea7a4eb741ceaeef	common_voice_ru_41910941.mp3	d2f5302fd05749d39f52c4cfdfa6671799b42c3a9876911e2127c1e05897f9e2	Он позволяет преодолевать наши различия и напоминает нам о нашей общности.		0	0	fourties	female_feminine			ru	
a3a117ddb2b27f76b84da6e99bb2d1db8b3156bb12fc74c4bf7e872258737b62cb47bcd92fbd1f4c463cbb796a800507bc10bddd5c289607ea7a4eb741ceaeef	common_voice_ru_41910942.mp3	d2e6e514248a04d68d21a30472fc1d5287d51165cd400687601a101c71dca79f	В кризисные периоды молодежной политике грозит опасность.		0	0	fourties	female_feminine			ru	
a3a117ddb2b27f76b84da6e99bb2d1db8b3156bb12fc74c4bf7e872258737b62cb47bcd92fbd1f4c463cbb796a800507bc10bddd5c289607ea7a4eb741ceaeef	common_voice_ru_41910943.mp3	1311157dece22ee34f8062f4244976745aa2ec66f0a70bca7b594ddedee8aa97	В то лето мне минуло семнадцать, и я была безоблачно счастлива.		0	0	fourties	female_feminine			ru	
a3a117ddb2b27f76b84da6e99bb2d1db8b3156bb12fc74c4bf7e872258737b62cb47bcd92fbd1f4c463cbb796a800507bc10bddd5c289607ea7a4eb741ceaeef	common_voice_ru_41910944.mp3	d3316cc7f1668fba6de83a847ee3ad42791ac826ac79c65e0953c330824fdea0	А помнишь, как мы ездили целоваться в Кунцево?		0	0	fourties	female_feminine			ru	
a3a117ddb2b27f76b84da6e99bb2d1db8b3156bb12fc74c4bf7e872258737b62cb47bcd92fbd1f4c463cbb796a800507bc10bddd5c289607ea7a4eb741ceaeef	common_voice_ru_41910945.mp3	d547ca36bcaa0f65e5b2f19de76a7125bf123287618c9f7f71fc43b27e115132	Мы считаем, что данная практика может применяться и в других областях.		0	0	fourties	female_feminine			ru	
a3a117ddb2b27f76b84da6e99bb2d1db8b3156bb12fc74c4bf7e872258737b62cb47bcd92fbd1f4c463cbb796a800507bc10bddd5c289607ea7a4eb741ceaeef	common_voice_ru_41910946.mp3	b448e0259597269eb1e6157f8068d092569085e9df3eb4b0faa4725d7762035b	Сочный стейк с розмарином - идеальный ужин.		0	0	fourties	female_feminine			ru	
a3a117ddb2b27f76b84da6e99bb2d1db8b3156bb12fc74c4bf7e872258737b62cb47bcd92fbd1f4c463cbb796a800507bc10bddd5c289607ea7a4eb741ceaeef	common_voice_ru_41910947.mp3	9cd27cf40cd1e40a299176b292efecddab2a97145952908eab73a6da1dbbeb27	теряется в многочисленных отражениях, разных и в то же время схожих.		0	0	fourties	female_feminine			ru	
a3a117ddb2b27f76b84da6e99bb2d1db8b3156bb12fc74c4bf7e872258737b62cb47bcd92fbd1f4c463cbb796a800507bc10bddd5c289607ea7a4eb741ceaeef	common_voice_ru_41910948.mp3	d547f36626d49a9487f0b52a4ba71679ab82559e323d9d0cf1b966a1f04d02d7	Ничего не случилось		1	0	fourties	female_feminine			ru	
a3a117ddb2b27f76b84da6e99bb2d1db8b3156bb12fc74c4bf7e872258737b62cb47bcd92fbd1f4c463cbb796a800507bc10bddd5c289607ea7a4eb741ceaeef	common_voice_ru_41910949.mp3	a03cc7533a13b07018b1576d34419119bf831c9e71c764a84e57778f9fb5af37	Темная и кровавая атмосфера манги делает ее одной из самых запоминающихся в жанре.		0	0	fourties	female_feminine			ru	
a3a117ddb2b27f76b84da6e99bb2d1db8b3156bb12fc74c4bf7e872258737b62cb47bcd92fbd1f4c463cbb796a800507bc10bddd5c289607ea7a4eb741ceaeef	common_voice_ru_41910950.mp3	d5449bf295765f8722bec36c5bdaaf2ab3b40aa37834e60fb73ef32873a322c8	Всё разнообразие, вся прелесть, вся красота жизни слагается из тени и света.		0	0	fourties	female_feminine			ru	
a3a117ddb2b27f76b84da6e99bb2d1db8b3156bb12fc74c4bf7e872258737b62cb47bcd92fbd1f4c463cbb796a800507bc10bddd5c289607ea7a4eb741ceaeef	common_voice_ru_41910951.mp3	751ca7a3bae7e2d12875cf669d491c7fd6fe425d79bfa6693bcdfc6561c32bec	Я открыл в себе залежи юмора.		0	0	fourties	female_feminine			ru	
a3a117ddb2b27f76b84da6e99bb2d1db8b3156bb12fc74c4bf7e872258737b62cb47bcd92fbd1f4c463cbb796a800507bc10bddd5c289607ea7a4eb741ceaeef	common_voice_ru_41910952.mp3	8c45a7bc504a6b820090e324c57d1dc7ead2aec61821d2357a49d2e6be6754d7	Аналитика больших данных помогала компаниям понимать потребности рынка и аудитории.		0	0	fourties	female_feminine			ru	
a3a117ddb2b27f76b84da6e99bb2d1db8b3156bb12fc74c4bf7e872258737b62cb47bcd92fbd1f4c463cbb796a800507bc10bddd5c289607ea7a4eb741ceaeef	common_voice_ru_41910953.mp3	d3563c136a5cf47209f53fb646de53de375b83e41fa62da18ad0cb488f839610	Мы уже не подобны окружающему нас миру.		0	0	fourties	female_feminine			ru	
a3a117ddb2b27f76b84da6e99bb2d1db8b3156bb12fc74c4bf7e872258737b62cb47bcd92fbd1f4c463cbb796a800507bc10bddd5c289607ea7a4eb741ceaeef	common_voice_ru_41910959.mp3	d3f24a63535a0f3cdbfff17d9e55082f0fb2734db72388a152ab8b8eec282cc1	Насколько мы понимаем, в предстоящие недели межправительственные переговоры наконец возобновятся.		0	0	fourties	female_feminine			ru	
a3a117ddb2b27f76b84da6e99bb2d1db8b3156bb12fc74c4bf7e872258737b62cb47bcd92fbd1f4c463cbb796a800507bc10bddd5c289607ea7a4eb741ceaeef	common_voice_ru_41910960.mp3	ab55c9c670c0dc8cd8bd7f9b75d0dab139d6285db96e64ce0993ad860f76df01	который служит злой Галактической Империи.		0	0	fourties	female_feminine			ru	
